480
18	169	1
86	228	1
36	182	1
144	206	2
42	166	1
38	182	1
39	183	1
40	183	1
148	192	2
34	180	1
29	175	1
18	169	1
20	171	1
32	178	1
4	159	1
36	182	1
137	194	2
3	158	1
28	172	1
20	171	1
126	226	2
5	177	1
41	184	1
40	183	1
22	172	1
37	182	1
39	183	1
2	157	1
125	232	2
5	160	1
129	241	2
5	160	1
29	175	1
149	164	2
51	194	1
17	168	1
122	261	1
156	183	2
37	182	1
60	201	1
5	160	1
7	161	1
10	163	1
29	175	1
34	180	1
125	229	2
151	170	2
35	181	1
67	208	1
38	182	1
31	176	1
5	177	1
16	167	1
19	170	1
35	181	1
19	170	1
31	176	1
5	160	1
13	165	1
33	179	1
4	159	1
8	162	1
129	240	2
107	254	1
45	188	1
138	185	2
3	158	1
10	163	1
153	197	2
36	182	1
35	181	1
31	176	1
130	243	2
37	182	1
145	178	2
6	161	1
17	168	1
63	203	1
3	158	1
20	171	1
19	170	1
107	262	1
5	160	1
24	173	1
147	202	2
98	239	1
5	160	1
76	219	1
117	256	1
103	58	1
29	175	1
4	159	1
40	183	1
13	165	1
110	249	1
123	223	2
3	158	1
31	176	1
21	171	1
4	159	1
18	169	1
31	176	1
116	255	1
141	210	2
2	157	1
102	243	1
101	242	1
29	175	1
39	183	1
115	255	1
42	166	1
152	175	2
133	252	2
150	209	2
36	182	1
5	160	1
28	172	1
12	164	1
97	239	1
22	172	1
15	166	1
135	218	2
6	161	1
90	232	1
30	174	1
134	255	2
35	181	1
3	158	1
32	178	1
5	160	1
28	172	1
32	178	1
39	183	1
29	175	1
5	177	1
127	236	2
33	179	1
4	159	1
20	171	1
9	162	1
5	160	1
151	168	2
135	217	2
129	242	2
114	253	1
16	167	1
139	158	2
14	166	1
5	177	1
127	260	2
56	198	1
155	182	2
3	158	1
32	178	1
31	176	1
148	214	2
118	257	1
1	157	1
108	247	1
5	160	1
4	159	1
27	174	1
13	165	1
91	233	1
59	200	1
42	166	1
5	177	1
37	182	1
5	177	1
9	162	1
4	159	1
32	178	1
11	164	1
120	259	1
4	159	1
5	177	1
139	176	2
104	244	1
1	157	1
5	177	1
13	165	1
7	161	1
23	173	1
32	178	1
33	179	1
146	172	2
151	167	2
31	176	1
27	174	1
143	160	2
10	163	1
31	176	1
4	159	1
18	169	1
32	213	1
156	201	2
19	170	1
14	166	1
33	179	1
40	183	1
82	224	1
