480
16	167	1
29	175	1
2	157	1
124	71	2
78	221	1
31	176	1
154	179	2
28	172	1
150	207	2
149	163	2
9	162	1
151	169	2
5	160	1
37	182	1
17	168	1
31	176	1
134	254	2
146	173	2
119	258	1
156	200	2
23	173	1
65	205	1
124	258	2
19	170	1
121	260	1
3	158	1
3	158	1
5	177	1
30	174	1
13	165	1
34	180	1
42	166	1
52	195	1
10	163	1
34	180	1
30	174	1
5	160	1
25	163	1
22	172	1
48	191	1
71	215	1
35	181	1
4	159	1
36	182	1
7	161	1
40	183	1
134	262	2
17	168	1
19	170	1
26	169	1
4	159	1
137	157	2
24	173	1
150	208	2
5	160	1
35	181	1
10	163	1
33	179	1
32	212	1
138	261	2
125	230	2
148	191	2
132	247	2
34	180	1
140	188	2
135	216	2
25	163	1
13	165	1
131	257	2
107	246	1
17	168	1
30	174	1
84	226	1
107	248	1
34	180	1
4	159	1
39	183	1
151	166	2
42	166	1
14	166	1
132	248	2
141	211	2
134	256	2
18	169	1
68	209	1
4	159	1
35	181	1
62	203	1
30	174	1
7	161	1
112	251	1
133	251	2
28	172	1
31	176	1
54	196	1
5	160	1
32	178	1
8	162	1
153	198	2
16	167	1
67	207	1
4	159	1
23	173	1
30	174	1
4	159	1
34	180	1
5	160	1
34	180	1
40	183	1
42	166	1
125	233	2
137	195	2
3	158	1
16	167	1
93	236	1
123	224	2
40	183	1
31	176	1
49	192	1
70	214	1
5	160	1
3	158	1
42	166	1
13	165	1
1	157	1
27	174	1
132	249	2
50	193	1
113	252	1
33	179	1
24	173	1
5	160	1
42	166	1
16	167	1
138	174	2
145	212	2
10	163	1
7	161	1
127	235	2
87	229	1
5	160	1
15	166	1
100	241	1
36	182	1
33	179	1
42	166	1
26	169	1
21	171	1
93	235	1
123	222	2
12	164	1
23	173	1
33	179	1
18	169	1
3	158	1
2	157	1
81	223	1
33	179	1
156	199	2
34	180	1
32	178	1
5	160	1
1	157	1
34	180	1
132	246	2
12	164	1
16	167	1
6	161	1
31	176	1
19	170	1
24	173	1
106	245	1
145	213	2
32	178	1
5	177	1
13	165	1
152	180	2
147	203	2
17	168	1
9	162	1
6	161	1
57	198	1
5	160	1
23	173	1
149	165	2
26	169	1
15	166	1
149	161	2
5	177	1
111	250	1
9	162	1
27	174	1
6	161	1
34	180	1
29	175	1
5	160	1
64	204	1
19	170	1
109	249	1
5	177	1
131	245	2
72	216	1
13	165	1
13	165	1
14	166	1
31	176	1
25	163	1
4	159	1
46	189	1
35	181	1
5	177	1
8	162	1
58	199	1
8	162	1
15	166	1
125	231	2
99	240	1
40	183	1
33	179	1
32	178	1
80	222	1
17	168	1
31	176	1
9	162	1
135	215	2
21	171	1
17	168	1
141	159	2
3	158	1
4	159	1
36	182	1
16	167	1
42	166	1
4	159	1
3	158	1
6	161	1
31	176	1
17	168	1
11	164	1
32	178	1
21	171	1
140	189	2
5	160	1
4	159	1
126	227	2
32	178	1
85	227	1
136	221	2
11	164	1
35	181	1
11	164	1
37	182	1
20	171	1
23	173	1
124	219	2
5	177	1
11	164	1
124	220	2
19	170	1
133	250	2
35	181	1
14	166	1
31	176	1
75	71	1
26	169	1
61	202	1
83	225	1
36	182	1
137	196	2
40	183	1
1	157	1
125	234	2
92	234	1
151	171	2
69	210	1
156	184	2
13	165	1
21	171	1
4	159	1
