254
1	258	1
20	262	1
96	275	1
153	243	2
157	282	2
143	224	2
129	177	2
154	222	2
32	190	1
73	240	1
91	267	1
20	204	1
18	268	1
65	264	1
155	218	2
80	250	1
86	256	1
92	270	1
87	257	1
18	269	1
20	228	1
142	187	2
77	245	1
123	194	2
142	188	2
141	214	2
139	179	2
137	205	2
2	189	1
155	217	2
45	206	1
161	278	2
19	177	1
53	215	1
158	265	2
133	223	2
1	164	1
79	247	1
36	195	1
160	287	2
151	200	2
54	216	1
146	231	2
99	281	1
50	212	1
39	197	1
138	305	2
62	226	1
117	300	1
124	292	2
57	221	1
152	252	2
70	236	1
157	280	2
146	242	2
125	201	2
16	174	1
137	202	2
150	183	2
152	257	2
113	296	1
145	174	2
158	250	2
37	199	1
129	270	2
38	196	1
140	211	2
22	178	1
15	173	1
1	301	1
20	202	1
37	203	1
128	306	2
130	276	2
11	171	1
20	126	1
3	167	1
20	182	1
125	207	2
93	271	1
133	274	2
116	298	1
137	199	2
141	215	2
111	292	1
142	189	2
130	299	2
49	211	1
142	191	2
159	166	2
125	206	2
124	291	2
154	226	2
153	225	2
101	281	1
65	242	1
30	187	1
20	220	1
94	272	1
60	225	1
33	192	1
153	245	2
156	285	2
2	165	1
37	282	1
123	195	2
146	264	2
124	293	2
147	186	2
76	244	1
41	200	1
132	269	2
149	213	2
110	291	1
132	176	2
145	288	2
9	170	1
128	169	2
28	184	1
152	254	2
52	214	1
129	271	2
43	201	1
25	181	1
97	277	1
141	212	2
139	180	2
20	210	1
144	190	2
71	237	1
78	246	1
94	276	1
138	170	2
5	168	1
126	240	2
70	249	1
108	289	1
146	239	2
102	284	1
146	230	2
143	228	2
95	303	1
19	298	1
48	209	1
122	126	2
100	282	1
144	219	2
2	191	1
131	259	2
158	290	2
1	273	1
153	232	2
158	263	2
147	178	2
122	125	2
134	198	2
1	186	1
119	302	1
44	201	1
20	205	1
137	204	2
125	244	2
2	218	1
152	251	2
20	261	1
121	305	1
153	238	2
133	303	2
65	230	1
58	226	1
1	223	1
157	281	2
63	227	1
152	255	2
106	288	1
145	173	2
20	283	1
129	298	2
141	182	2
145	172	2
145	294	2
61	226	1
107	288	1
153	235	2
138	197	2
128	229	2
19	271	1
89	265	1
13	171	1
17	175	1
42	200	1
122	296	2
69	235	1
135	297	2
132	268	2
65	231	1
140	210	2
163	284	2
131	262	2
139	184	2
95	274	1
150	221	2
40	198	1
10	170	1
68	233	1
131	258	2
144	220	2
122	185	2
47	208	1
160	302	2
148	175	2
139	181	2
152	253	2
82	252	1
157	248	2
46	207	1
114	297	1
100	281	1
137	203	2
31	190	1
37	195	1
23	179	1
34	193	1
153	241	2
160	286	2
20	259	1
67	232	1
112	294	1
120	304	1
153	233	2
162	267	2
85	255	1
18	295	1
98	280	1
158	266	2
58	222	1
4	168	1
132	295	2
134	196	2
19	270	1
133	275	2
118	125	1
123	193	2
20	260	1
55	217	1
131	261	2
138	171	2
126	246	2
65	234	1
1	271	1
94	299	1
90	266	1
83	253	1
29	185	1
