318
1	164	1
2	165	1
2	166	1
3	167	1
4	168	1
5	168	1
6	168	1
7	169	1
8	170	1
9	170	1
10	170	1
11	171	1
12	171	1
13	171	1
14	172	1
15	173	1
16	174	1
17	175	1
18	176	1
19	177	1
20	177	1
21	177	1
1	178	1
22	178	1
23	179	1
24	180	1
25	181	1
20	182	1
26	183	1
27	183	1
28	184	1
29	185	1
22	186	1
1	186	1
30	187	1
20	188	1
2	189	1
31	190	1
32	190	1
2	191	1
33	192	1
34	193	1
35	194	1
36	195	1
37	195	1
38	196	1
39	197	1
40	198	1
37	199	1
41	200	1
42	200	1
43	201	1
44	201	1
20	202	1
37	203	1
20	204	1
20	205	1
45	206	1
46	207	1
47	208	1
48	209	1
20	210	1
49	211	1
50	212	1
51	213	1
52	214	1
53	215	1
54	216	1
55	217	1
2	218	1
56	219	1
20	220	1
57	221	1
58	222	1
1	223	1
59	224	1
60	225	1
58	226	1
61	226	1
62	226	1
63	227	1
20	228	1
64	229	1
65	230	1
65	231	1
66	232	1
67	232	1
68	233	1
65	234	1
69	235	1
70	236	1
71	237	1
72	238	1
65	239	1
73	240	1
74	241	1
65	242	1
75	243	1
76	244	1
77	245	1
78	246	1
79	247	1
2	248	1
70	249	1
80	250	1
81	251	1
82	252	1
83	253	1
84	254	1
85	255	1
86	256	1
87	257	1
1	258	1
20	259	1
20	260	1
20	261	1
20	262	1
88	263	1
65	264	1
89	265	1
90	266	1
91	267	1
18	268	1
18	269	1
19	270	1
20	270	1
92	270	1
19	271	1
1	271	1
93	271	1
94	272	1
1	273	1
95	274	1
96	275	1
94	276	1
97	277	1
54	278	1
54	279	1
98	280	1
99	281	1
100	281	1
101	281	1
100	282	1
37	282	1
20	283	1
102	284	1
103	285	1
104	286	1
105	287	1
106	288	1
107	288	1
108	289	1
109	290	1
110	291	1
111	292	1
1	293	1
112	294	1
18	295	1
113	296	1
114	297	1
115	297	1
19	298	1
116	298	1
1	298	1
94	299	1
117	300	1
118	125	1
1	301	1
20	126	1
119	302	1
95	303	1
120	304	1
121	305	1
122	296	2
122	185	2
122	125	2
122	126	2
123	192	2
123	193	2
123	194	2
123	195	2
124	291	2
124	292	2
124	293	2
124	164	2
125	201	2
125	244	2
125	206	2
125	207	2
125	208	2
126	240	2
126	247	2
126	246	2
127	249	2
127	236	2
128	229	2
128	169	2
128	306	2
129	270	2
129	298	2
129	177	2
129	271	2
130	276	2
130	272	2
130	299	2
131	258	2
131	259	2
131	260	2
131	261	2
131	262	2
132	176	2
132	295	2
132	300	2
132	268	2
133	303	2
133	274	2
133	275	2
133	301	2
134	196	2
134	198	2
133	223	2
135	168	2
136	237	2
132	269	2
137	202	2
137	203	2
137	204	2
137	205	2
137	199	2
138	170	2
138	197	2
139	184	2
139	179	2
139	180	2
139	181	2
140	209	2
140	210	2
140	211	2
141	212	2
141	182	2
141	214	2
141	215	2
138	305	2
142	187	2
142	189	2
142	191	2
143	224	2
143	227	2
143	228	2
144	219	2
144	283	2
144	190	2
135	297	2
145	174	2
145	288	2
145	173	2
142	188	2
144	220	2
145	289	2
146	264	2
147	186	2
147	178	2
145	172	2
146	230	2
146	231	2
146	234	2
146	239	2
146	242	2
148	175	2
149	213	2
130	273	2
150	183	2
150	221	2
151	200	2
145	294	2
152	251	2
152	252	2
152	253	2
152	254	2
152	255	2
152	256	2
152	257	2
153	225	2
153	232	2
153	233	2
153	235	2
153	238	2
153	241	2
153	243	2
153	245	2
138	171	2
154	226	2
155	217	2
155	218	2
154	222	2
135	167	2
156	285	2
157	248	2
157	281	2
157	282	2
157	280	2
158	250	2
158	263	2
158	265	2
158	266	2
158	290	2
159	277	2
159	165	2
159	166	2
160	287	2
160	302	2
160	286	2
161	216	2
161	278	2
161	279	2
162	267	2
163	304	2
163	284	2
