stuno	oper	courseid	logid
1069800113030200	68	5	1
1069800113030200	68	23	1
1069800113030200	68	182	1
1069800113030200	69	5	1
1069800113030200	69	23	1
1069800113030200	69	182	1
1069800113030200	70	5	1
1069800113030200	70	23	1
1069800113030200	70	182	1
1069800113030200	71	5	1
1069800113030200	71	23	1
1069800113030200	71	182	1
1069800113030205	4	182	1
1069800113030205	17	23	1
1069800113030205	63	182	2
1069800113090034	4	182	2
1069800113090034	4	5	3
1069800113090034	4	23	3
1069800113090034	63	182	2
1069800113090034	63	5	3
1069800113090034	63	23	3
1069800113090034	75	5	23
1069800113090034	75	182	25
1069800113090034	75	23	35
1069800113090034	76	5	22
1069800113090034	76	182	25
1069800113090034	76	23	35
1069800113090034	78	5	14
1069800113090034	78	182	23
1069800113090034	78	23	31
1069800113090134	4	23	12
1069800113090134	4	5	16
1069800113090134	63	182	1
1069800113090134	63	23	4
1069800113090134	63	5	9
1069800113090134	67	5	2
1069800113090134	67	23	2
1069800113090134	67	182	2
1069800113090134	68	5	1
1069800113090134	68	23	1
1069800113090134	68	182	1
1069800113090134	69	23	1
1069800113090134	69	5	2
1069800113090134	69	182	2
1069800113090134	75	23	11
1069800113090134	75	5	15
1069800113090134	76	23	3
1069800113090134	76	5	10
1069800113090134	78	5	1
1069800113090135	68	5	1
1069800113090135	68	23	1
1069800113090135	68	182	1
1069800113090135	69	5	1
1069800113090135	69	23	1
1069800113090135	69	182	1
1069800113090139	17	5	1
1069800113090142	4	182	20
1069800113090142	4	23	21
1069800113090142	17	5	1
1069800113090142	55	23	2
1069800113090142	57	23	1
1069800113090142	57	182	1
1069800113090142	60	5	1
1069800113090142	60	182	2
1069800113090142	60	23	5
1069800113090142	63	182	26
1069800113090142	63	23	29
1069800113090142	66	23	1
1069800113090142	66	182	1
1069800113090142	67	182	2
1069800113090142	67	23	3
1069800113090142	68	23	1
1069800113090142	68	182	1
1069800113090142	69	23	1
1069800113090142	69	182	1
1069800113090142	70	23	1
1069800113090142	70	182	1
1069800113090142	71	23	1
1069800113090142	71	182	1
1069800113090142	75	182	14
1069800113090142	75	23	22
1069800113090142	76	182	17
1069800113090142	76	23	29
1069800113090142	77	23	1
1069800113090142	77	182	1
1069800113090142	78	182	3
1069800113090142	79	23	15
1069800113090142	79	182	40
1069800113090177	4	182	3
1069800113090177	4	23	4
1069800113090177	63	23	3
1069800113090177	63	182	3
1069800113090177	68	5	1
1069800113090177	68	23	1
1069800113090177	68	182	1
1069800113090177	69	5	1
1069800113090177	69	23	1
1069800113090177	69	182	1
1069800113090177	75	23	3
1069800113090177	75	182	3
1069800113090177	76	23	1
1069800113090203	4	5	1
1069800113090203	63	23	1
1069800113090203	63	182	1
1069800113090203	63	5	2
1069800113090203	67	23	1
1069800113090203	67	182	1
1069800113090203	67	5	2
1069800113090203	75	5	1
1069800113090203	79	5	5
1069800114030101	4	23	10
1069800114030101	62	5	1
1069800114030101	63	5	2
1069800114030101	63	23	10
1069800114030101	64	5	1
1069800114030101	75	23	22
1069800114030101	76	23	15
1069800114030101	78	23	1
1069800114030129	4	23	1
1069800114030129	4	182	1
1069800114030129	17	5	9
1069800114030129	60	5	2
1069800114030129	63	23	1
1069800114030129	63	182	1
1069800114030129	75	23	1
1069800114030129	75	182	1
1069800114030129	76	23	1
1069800114030129	76	182	1
1069800114030177	17	5	2
1069800114090101	60	5	1
1069800114090116	60	5	1
1069800212030083	17	5	1
1069800212090142	63	5	1
1069800213030045	4	23	1
1069800213030045	63	23	2
1069800213030045	63	182	3
1069800213030045	63	5	5
1069800213030045	64	5	1
1069800213030045	64	23	1
1069800213030045	66	182	3
1069800213030045	66	23	4
1069800213030045	66	5	7
1069800213030045	67	182	2
1069800213030045	67	23	3
1069800213030045	67	5	4
1069800213030045	68	5	1
1069800213030045	68	23	1
1069800213030045	68	182	2
1069800213030045	69	5	1
1069800213030045	69	23	1
1069800213030045	69	182	2
1069800213030045	70	5	1
1069800213030045	70	23	1
1069800213030045	70	182	1
1069800213030045	71	5	1
1069800213030045	71	23	1
1069800213030045	71	182	2
1069800213030046	4	182	1
1069800213030046	17	5	1
1069800213030046	63	5	2
1069800213030046	63	23	3
1069800213030046	63	182	4
1069800213030046	64	182	2
1069800213030046	66	23	1
1069800213030046	66	5	4
1069800213030046	67	182	1
1069800213030046	67	23	2
1069800213030046	67	5	7
1069800213030046	68	5	1
1069800213030046	68	23	1
1069800213030046	68	182	2
1069800213030046	69	23	1
1069800213030046	69	5	2
1069800213030046	69	182	2
1069800213030046	70	5	1
1069800213030046	70	23	2
1069800213030046	70	182	2
1069800213030046	71	5	1
1069800213030046	71	23	1
1069800213030046	71	182	2
1069800213030047	17	5	3
1069800213030047	63	182	1
1069800213030047	63	23	2
1069800213030047	63	5	4
1069800213030047	66	182	1
1069800213030047	66	23	2
1069800213030047	66	5	3
1069800213030047	67	182	1
1069800213030047	67	23	2
1069800213030047	67	5	5
1069800213030047	68	5	2
1069800213030047	68	23	2
1069800213030047	68	182	2
1069800213030047	69	182	1
1069800213030047	69	5	2
1069800213030047	69	23	4
1069800213030047	70	5	1
1069800213030047	70	23	1
1069800213030047	70	182	1
1069800213030047	71	5	1
1069800213030047	71	23	1
1069800213030047	71	182	1
1069800213030052	4	5	2
1069800213030052	63	5	2
1069800213030052	68	5	1
1069800213030052	68	23	1
1069800213030052	68	182	1
1069800213030052	69	5	1
1069800213030052	69	23	1
1069800213030052	69	182	1
1069800213030052	70	5	1
1069800213030052	70	23	1
1069800213030052	70	182	1
1069800213030052	71	5	1
1069800213030052	71	23	1
1069800213030052	71	182	1
1069800213030052	75	5	2
1069800213030053	4	23	1
1069800213030053	4	5	2
1069800213030053	63	182	1
1069800213030053	63	23	2
1069800213030053	63	5	6
1069800213030053	66	23	1
1069800213030053	66	182	1
1069800213030053	66	5	3
1069800213030053	67	23	1
1069800213030053	67	182	1
1069800213030053	67	5	6
1069800213030053	68	5	1
1069800213030053	68	23	1
1069800213030053	68	182	1
1069800213030053	69	5	1
1069800213030053	69	23	1
1069800213030053	69	182	1
1069800213030053	70	5	1
1069800213030053	70	23	1
1069800213030053	70	182	1
1069800213030053	71	5	1
1069800213030053	71	23	1
1069800213030053	71	182	1
1069800213030062	4	23	2
1069800213030062	4	5	3
1069800213030062	63	182	2
1069800213030062	63	23	3
1069800213030062	63	5	4
1069800213030062	66	5	1
1069800213030062	66	23	1
1069800213030062	66	182	1
1069800213030062	67	23	2
1069800213030062	67	182	2
1069800213030062	67	5	4
1069800213030062	68	5	1
1069800213030062	68	23	1
1069800213030062	68	182	1
1069800213030062	69	5	1
1069800213030062	69	23	1
1069800213030062	69	182	1
1069800213030062	70	5	1
1069800213030062	70	23	1
1069800213030062	70	182	1
1069800213030062	71	5	1
1069800213030062	71	23	1
1069800213030062	71	182	1
1069800213030062	75	23	2
1069800213030062	76	5	1
1069800213030062	76	23	3
1069800213030081	4	5	1
1069800213030081	74	5	1
1069800213030081	75	5	2
1069800213030081	76	5	2
1069800311030012	4	5	1
1069800311030012	63	182	3
1069800311030012	63	23	6
1069800311030012	63	5	18
1069800311030012	64	5	3
1069800311030012	66	182	1
1069800311030012	66	23	2
1069800311030012	66	5	9
1069800311030012	67	23	2
1069800311030012	67	182	3
1069800311030012	67	5	17
1069800311030012	68	23	1
1069800311030012	68	182	3
1069800311030012	68	5	5
1069800311030012	69	23	1
1069800311030012	69	182	2
1069800311030012	69	5	6
1069800311030012	70	5	1
1069800311030012	70	23	1
1069800311030012	70	182	2
1069800311030012	71	5	1
1069800311030012	71	23	1
1069800311030012	71	182	1
1069800312090004	4	5	2
1069800312090004	4	182	2
1069800312090004	63	5	2
1069800312090004	63	182	2
1069800412090084	4	5	1
1069800412090084	63	5	1
1069800412090089	55	5	1
1069800413030022	17	182	1
1069800413030022	74	23	1
1069800413030071	17	182	1
1069800413030071	63	182	1
1069800413030071	64	182	1
1069800413090032	4	5	3
1069800413090032	4	182	3
1069800413090032	4	23	5
1069800413090032	63	182	4
1069800413090032	63	23	6
1069800413090032	63	5	7
1069800413090032	67	5	1
1069800413090032	67	23	1
1069800413090032	67	182	1
1069800413090032	68	5	1
1069800413090032	68	23	1
1069800413090032	68	182	1
1069800413090032	69	23	1
1069800413090032	69	182	1
1069800413090032	69	5	2
1069800413090032	75	23	5
1069800413090032	75	5	6
1069800413090032	75	182	6
1069800413090032	76	182	1
1069800413090032	76	23	2
1069800413090032	76	5	6
1069800413090032	78	5	1
1069800413090032	78	182	1
1069800413090306	4	23	13
1069800413090306	4	182	15
1069800413090306	4	5	18
1069800413090306	63	23	15
1069800413090306	63	5	19
1069800413090306	63	182	21
1069800413090306	75	23	8
1069800413090306	75	182	11
1069800413090306	75	5	13
1069800413090306	76	182	5
1069800413090306	76	23	10
1069800413090306	76	5	11
1069800413090306	77	5	2
1069800413090306	78	182	3
1069800413090306	78	5	4
1069800413090306	78	23	5
1069800413090306	79	23	24
1069800413090467	4	23	2
1069800413090467	4	182	2
1069800413090467	17	23	2
1069800413090467	63	182	4
1069800413090467	63	23	7
1069800413090467	67	182	3
1069800413090467	67	23	4
1069800413090467	68	182	1
1069800413090467	68	23	2
1069800413090467	69	182	1
1069800413090467	69	23	2
1069800413090467	70	23	1
1069800413090467	70	182	1
1069800413090467	71	23	1
1069800413090467	71	182	1
1069800414030018	60	5	1
1069800414030288	4	182	13
1069800414030288	4	23	15
1069800414030288	17	5	1
1069800414030288	63	182	15
1069800414030288	63	23	16
1069800414030288	66	182	1
1069800414030288	67	23	1
1069800414030288	67	182	1
1069800414030288	68	23	1
1069800414030288	68	182	1
1069800414030288	69	23	1
1069800414030288	69	182	1
1069800414030288	70	23	1
1069800414030288	71	23	1
1069800414030288	75	23	15
1069800414030288	75	182	15
1069800414030288	76	182	14
1069800414030288	76	23	15
1069800414030288	78	23	10
1069800414030288	78	182	21
1069800414030288	79	182	2
1069800414090443	76	23	1
1069800513030037	60	5	1
1069800609090054	1	23	6
1069800609090054	2	23	6
1069800609090054	4	23	7
1069800609090054	63	23	7
1069800609090054	68	23	1
1069800609090054	69	23	1
1069800609090054	70	23	1
1069800609090054	71	23	1
1069800609090054	75	23	38
1069800609090054	76	23	29
1069800612090008	17	23	1
1069800612090008	17	182	1
1069800612090008	17	5	2
1069800612090022	17	182	1
1069800612090022	17	5	2
1069800612090022	63	182	1
1069800612090026	63	23	4
1069800612090026	67	23	5
1069800612090026	68	23	3
1069800612090026	69	23	3
1069800612090026	70	23	1
1069800612090026	71	23	1
1069800613030010	17	182	1
1069800613030011	4	5	1
1069800613030011	4	182	1
1069800613030011	63	182	1
1069800613030011	63	5	2
1069800613030011	67	182	1
1069800613030011	67	5	2
1069800613030013	63	182	6
1069800613030013	63	23	7
1069800613030013	64	182	1
1069800613030013	66	23	1
1069800613030013	66	182	1
1069800613030013	67	23	5
1069800613030013	67	182	6
1069800613030013	68	182	1
1069800613030013	68	23	2
1069800613030013	69	23	2
1069800613030013	69	182	2
1069800613030013	70	23	1
1069800613030013	70	182	1
1069800613030013	71	23	1
1069800613030013	71	182	1
1069800613030017	17	182	1
1069800613030056	63	5	1
1069800613030056	63	23	2
1069800613030056	63	182	3
1069800613030056	67	5	2
1069800613030056	67	23	2
1069800613030056	67	182	2
1069800613030056	68	5	1
1069800613030056	68	182	1
1069800613030056	68	23	3
1069800613030056	69	5	1
1069800613030056	69	182	1
1069800613030056	69	23	3
1069800613030056	70	23	1
1069800613030056	70	182	1
1069800613030056	70	5	2
1069800613030056	71	5	1
1069800613030056	71	23	1
1069800613030056	71	182	1
1069800613030073	63	5	1
1069800613030073	63	23	1
1069800613030073	63	182	1
1069800613030073	67	5	1
1069800613030073	67	23	1
1069800613030073	67	182	1
1069800613030075	4	5	6
1069800613030075	4	182	9
1069800613030075	4	23	20
1069800613030075	63	5	7
1069800613030075	63	182	9
1069800613030075	63	23	22
1069800613090004	55	182	3
1069800613090004	60	182	1
1069800613090004	62	182	2
1069800613090004	63	5	1
1069800613090004	63	23	1
1069800613090004	63	182	4
1069800613090004	64	182	1
1069800613090004	67	5	1
1069800613090004	67	23	1
1069800613090004	67	182	1
1069800613090004	68	5	1
1069800613090004	68	23	1
1069800613090004	68	182	1
1069800613090004	69	5	1
1069800613090004	69	23	1
1069800613090004	69	182	1
1069800613090004	70	5	1
1069800613090004	70	23	1
1069800613090004	70	182	1
1069800613090004	71	5	1
1069800613090004	71	23	1
1069800613090004	71	182	1
1069800613090006	4	23	8
1069800613090006	4	182	17
1069800613090006	55	23	1
1069800613090006	55	182	1
1069800613090006	60	23	1
1069800613090006	63	23	32
1069800613090006	63	182	50
1069800613090006	66	23	1
1069800613090006	66	182	1
1069800613090006	67	182	5
1069800613090006	67	23	6
1069800613090006	68	182	1
1069800613090006	68	23	2
1069800613090006	69	23	2
1069800613090006	69	182	2
1069800613090006	70	23	1
1069800613090006	70	182	2
1069800613090006	71	23	1
1069800613090006	71	182	1
1069800613090006	75	23	2
1069800613090006	75	182	39
1069800613090006	76	23	1
1069800613090006	76	182	12
1069800613090006	77	182	1
1069800613090012	63	182	2
1069800613090012	63	23	4
1069800613090012	67	182	2
1069800613090012	67	23	4
1069800613090012	68	23	1
1069800613090012	68	182	1
1069800613090012	69	23	1
1069800613090012	69	182	1
1069800613090012	70	23	1
1069800613090012	70	182	1
1069800613090012	71	23	1
1069800613090012	71	182	1
1069800613090086	4	5	1
1069800613090086	4	23	1
1069800613090086	4	182	1
1069800613090086	17	182	1
1069800613090086	63	23	1
1069800613090086	63	182	1
1069800613090086	63	5	3
1069800613090086	66	5	1
1069800613090086	67	23	1
1069800613090086	67	5	2
1069800613090086	67	182	2
1069800613090086	68	5	1
1069800613090086	68	23	1
1069800613090086	68	182	1
1069800613090086	69	5	1
1069800613090086	69	182	1
1069800613090086	69	23	2
1069800613090086	70	5	1
1069800613090086	70	23	1
1069800613090086	70	182	1
1069800613090086	71	5	1
1069800613090086	71	23	1
1069800613090086	71	182	1
1069800613090094	4	5	1
1069800613090094	4	182	59
1069800613090094	4	23	68
1069800613090094	62	182	1
1069800613090094	63	5	3
1069800613090094	63	182	65
1069800613090094	63	23	72
1069800613090094	64	182	13
1069800613090094	64	23	15
1069800613090094	67	182	5
1069800613090094	67	23	6
1069800613090094	68	5	1
1069800613090094	68	182	3
1069800613090094	68	23	8
1069800613090094	69	5	2
1069800613090094	69	182	3
1069800613090094	69	23	7
1069800613090094	70	23	2
1069800613090094	70	182	2
1069800613090094	71	182	1
1069800613090094	71	23	2
1069800613090094	75	182	18
1069800613090094	75	23	35
1069800613090094	76	23	21
1069800613090094	76	182	21
1069800613090094	77	182	1
1069800614030037	17	5	1
1069800614030044	4	182	10
1069800614030044	4	23	60
1069800614030044	17	5	1
1069800614030044	55	23	1
1069800614030044	56	23	1
1069800614030044	60	23	1
1069800614030044	62	23	3
1069800614030044	63	182	11
1069800614030044	63	23	46
1069800614030044	64	182	1
1069800614030044	64	23	5
1069800614030044	67	182	2
1069800614030044	67	23	3
1069800614030044	68	5	1
1069800614030044	68	23	1
1069800614030044	68	182	1
1069800614030044	69	5	1
1069800614030044	69	23	1
1069800614030044	69	182	1
1069800614030044	70	182	1
1069800614030044	70	23	2
1069800614030044	71	23	1
1069800614030044	71	182	1
1069800614030044	75	182	25
1069800614030044	75	23	173
1069800614030044	76	182	14
1069800614030044	76	23	122
1069800614030044	77	23	3
1069800614030044	78	182	1
1069800614030044	78	23	24
1069800614030059	4	5	1
1069800614030059	63	5	1
1069800614030059	75	5	1
1069800614030059	76	5	1
1069800614030091	4	5	3
1069800614030091	4	182	4
1069800614030091	4	23	5
1069800614030091	17	182	1
1069800614030091	55	5	1
1069800614030091	60	5	1
1069800614030091	63	5	4
1069800614030091	63	182	4
1069800614030091	63	23	6
1069800614030091	75	182	2
1069800614030091	75	23	36
1069800614030091	76	182	9
1069800614030091	78	182	4
1069800614030091	78	23	46
1069800614030101	63	5	1
1069800614030101	66	5	1
1069800614030101	67	5	2
1069800614030101	68	5	1
1069800614030101	69	5	1
1069800614030101	70	5	1
1069800614030101	71	5	1
1069800614030214	4	5	2
1069800614030214	4	182	2
1069800614030214	4	23	3
1069800614030214	55	5	1
1069800614030214	57	5	1
1069800614030214	60	5	2
1069800614030214	62	23	5
1069800614030214	63	5	1
1069800614030214	63	182	5
1069800614030214	63	23	7
1069800614030214	64	23	2
1069800614030214	66	23	1
1069800614030214	67	23	1
1069800614030214	67	182	3
1069800614030214	68	23	1
1069800614030214	68	182	1
1069800614030214	69	23	1
1069800614030214	69	182	1
1069800614030214	70	23	1
1069800614030214	71	23	1
1069800614030214	75	182	1
1069800614030214	75	23	2
1069800614030214	76	23	1
1069800614030214	78	23	1
1069800614030214	78	182	1
1069800614090060	55	5	1
1069800812030014	4	5	11
1069800812030014	17	5	3
1069800812030014	63	5	7
1069800812030014	66	5	4
1069800812030014	67	5	3
1069800812030014	68	5	1
1069800812030014	69	5	1
1069800812030014	74	5	1
1069800813090004	4	23	1
1069800813090004	4	5	2
1069800813090004	63	23	1
1069800813090004	63	5	3
1069800813090004	75	5	2
1069800813090004	76	5	4
1069800813090004	77	5	2
1069800813090004	78	5	1
1069800813090005	4	182	1
1069800813090005	63	182	1
1069800813090005	68	5	1
1069800813090005	68	23	1
1069800813090005	68	182	1
1069800813090005	69	5	1
1069800813090005	69	23	1
1069800813090005	69	182	1
1069800813090005	75	182	1
1069800813090005	76	182	2
1069800813090005	77	182	2
1069800913090007	75	23	1
1069800913090226	55	182	2
1069800913090226	56	182	6
1069800913090226	60	182	6
1069800913090226	63	23	2
1069800913090226	63	5	4
1069800913090226	63	182	4
1069800913090226	66	182	1
1069800913090226	67	5	1
1069800913090226	67	23	1
1069800913090226	67	182	2
1069800913090226	68	5	1
1069800913090226	68	23	1
1069800913090226	68	182	1
1069800913090226	69	5	1
1069800913090226	69	23	1
1069800913090226	69	182	1
1069800913090226	70	23	1
1069800913090226	70	182	1
1069800913090226	70	5	2
1069800913090226	71	5	1
1069800913090226	71	23	1
1069800913090226	71	182	1
1069801013030003	4	23	1
1069801013030003	63	23	2
1069801013030003	67	23	1
1069801013090010	4	5	1
1069801013090010	17	23	1
1069801013090010	63	5	1
1069801013090033	4	23	1
1069801013090033	4	182	3
1069801013090033	4	5	6
1069801013090033	63	23	1
1069801013090033	63	182	3
1069801013090033	63	5	6
1069801013090033	75	23	3
1069801013090033	75	182	12
1069801013090033	75	5	19
1069801013090033	76	23	3
1069801013090033	76	182	11
1069801013090033	76	5	19
1069801013090033	77	5	1
1069801013090033	78	23	5
1069801013090033	78	5	24
1069801013090033	78	182	35
1069801013090033	79	182	9
1069801013090072	62	23	1
1069801013090072	63	182	4
1069801013090072	63	23	11
1069801013090072	64	182	1
1069801013090072	64	23	3
1069801013090072	66	23	3
1069801013090072	67	182	4
1069801013090072	67	23	12
1069801013090072	68	182	2
1069801013090072	68	23	3
1069801013090072	69	182	2
1069801013090072	69	23	3
1069801013090072	70	182	1
1069801013090072	70	23	2
1069801013090072	71	23	1
1069801013090072	71	182	1
1069801014090020	76	5	4
1069801611030023	4	23	2
1069801611030023	62	23	3
1069801611030023	63	23	3
1069801611030023	64	23	1
1069801611030023	66	23	4
1069801611030023	67	23	1
1069801611030023	68	23	2
1069801611030023	69	23	2
1069801611030023	75	23	1
1069801611030023	78	23	1
1069801613030010	4	23	1
1069801613030010	63	5	1
1069801613030010	63	23	1
1069801613030010	63	182	1
1069801613030010	67	5	1
1069801613030010	67	23	1
1069801613030010	67	182	1
1069801613030010	68	182	1
1069801613030010	69	182	1
1069801613030010	70	5	1
1069801613030013	17	5	1
1069801613090023	63	182	3
1069801613090023	63	23	5
1069801613090023	64	23	1
1069801613090023	66	182	1
1069801613090023	67	23	4
1069801613090023	67	182	4
1069801613090023	68	182	1
1069801613090023	68	23	2
1069801613090023	69	23	1
1069801613090023	69	182	1
1069801613090023	70	23	1
1069801613090023	70	182	1
1069801613090023	71	23	1
1069801613090023	71	182	1
1069801613090052	4	23	10
1069801613090052	4	182	18
1069801613090052	63	23	13
1069801613090052	63	182	22
1069801613090052	67	23	1
1069801613090052	67	182	1
1069801613090052	68	23	1
1069801613090052	68	182	1
1069801613090052	69	23	1
1069801613090052	69	182	1
1069801613090052	70	23	2
1069801613090052	70	182	2
1069801613090052	71	23	1
1069801613090052	71	182	1
1069801613090052	75	23	26
1069801613090052	75	182	38
1069801613090052	76	23	14
1069801613090052	76	182	15
1069801613090052	77	23	1
1069801613090065	4	182	1
1069801613090065	17	5	3
1069801613090065	63	23	1
1069801613090065	63	182	2
1069801613090065	64	182	1
1069801613090065	67	23	1
1069801613090065	67	182	1
1069801613090065	68	23	2
1069801613090065	68	182	2
1069801613090065	69	23	2
1069801613090065	69	182	2
1069801613090065	70	23	1
1069801613090065	70	182	1
1069801613090065	71	23	1
1069801613090065	71	182	1
1069801614030195	4	5	1
1069801614030195	63	5	2
1069801813090166	63	5	2
1069801813090166	64	5	1
1069802011030044	63	5	1
1069802011030044	63	182	1
1069802011030044	67	5	1
1069802011030044	67	182	1
1069802013030004	17	23	1
1069802013030004	63	23	1
1069802013030018	4	5	1
1069802013030018	55	23	1
1069802013030018	55	5	2
1069802013030018	60	23	1
1069802013030018	60	5	2
1069802013030018	63	5	2
1069802013030018	63	23	2
1069802013030018	63	182	2
1069802013030018	64	5	1
1069802013030018	66	182	1
1069802013030018	67	23	2
1069802013030018	67	182	2
1069802013030018	67	5	3
1069802013030018	68	5	1
1069802013030018	68	23	1
1069802013030018	68	182	1
