stuno	oper	courseid	logid
1069809113090072	69	23	1
1069809113090072	69	182	1
1069809113090072	70	23	1
1069809113090072	70	182	1
1069809113090072	71	23	1
1069809113090072	71	182	1
1069809113090072	75	23	16
1069809113090072	75	182	16
1069809113090072	76	182	15
1069809113090072	76	23	24
1069809113090411	4	5	7
1069809113090411	63	5	6
1069809113090411	75	5	136
1069809113090411	76	5	75
1069809113090411	79	5	2
1069809114030236	4	5	36
1069809114030236	17	5	1
1069809114030236	63	5	40
1069809114030236	64	5	1
1069809114030236	67	5	4
1069809114030236	68	5	1
1069809114030236	69	5	1
1069809114030236	70	5	1
1069809114030236	71	5	1
1069809114030236	75	5	130
1069809114030236	76	5	94
1069811209090024	4	5	1
1069811209090024	63	23	1
1069811209090024	63	182	1
1069811209090024	63	5	6
1069811209090024	66	182	1
1069811209090024	66	5	4
1069811209090024	67	23	1
1069811209090024	67	182	3
1069811209090024	67	5	7
1069811209090024	68	23	1
1069811209090024	69	23	1
1069811211090016	4	5	3
1069811211090016	4	23	3
1069811211090016	4	182	3
1069811211090016	74	5	3
1069811211090016	74	23	3
1069811211090016	74	182	3
1069811211090016	75	182	1
1069811211090016	75	5	2
1069811211090016	75	23	3
1069811211090016	76	182	1
1069811211090016	76	5	3
1069811211090016	76	23	6
1069811211090016	78	23	2
1069811211090016	78	5	3
1069811211090016	79	23	1
1069811213030031	4	182	1
1069811213030031	4	5	2
1069811213030031	63	23	8
1069811213030031	63	5	10
1069811213030031	63	182	11
1069811213030031	64	5	3
1069811213030031	64	182	3
1069811213030031	64	23	4
1069811213030031	66	23	1
1069811213030031	66	5	2
1069811213030031	67	182	6
1069811213030031	67	23	7
1069811213030031	67	5	10
1069811213030031	68	5	1
1069811213030031	68	23	1
1069811213030031	68	182	1
1069811213030031	69	5	1
1069811213030031	69	23	1
1069811213030031	69	182	1
1069811213030031	70	5	1
1069811213030031	70	182	1
1069811213030031	70	23	2
1069811213030031	71	5	1
1069811213030031	71	23	1
1069811213030031	71	182	1
1069811213030058	68	182	1
1069811213030058	68	23	6
1069811213030058	69	23	1
1069811213030058	69	182	1
1069811213030058	70	23	3
1069811213030058	70	182	5
1069811213030058	71	23	3
1069811213030058	71	182	4
1069811213030059	17	182	1
1069811213030059	63	23	3
1069811213030059	63	182	4
1069811213030059	66	23	1
1069811213030059	66	182	1
1069811213030059	67	23	2
1069811213030059	67	182	2
1069811213030059	68	182	2
1069811213030059	68	23	5
1069811213030059	69	182	2
1069811213030059	69	23	3
1069811213030059	70	182	19
1069811213030059	70	23	31
1069811213030059	71	182	23
1069811213030059	71	23	31
1069811213090125	4	23	214
1069811213090125	4	182	241
1069811213090125	63	182	84
1069811213090125	63	23	93
1069811213090125	64	182	2
1069811213090125	64	23	6
1069811213090125	66	182	17
1069811213090125	66	23	26
1069811213090125	67	182	8
1069811213090125	67	23	22
1069811213090125	68	23	2
1069811213090125	68	182	3
1069811213090125	69	23	2
1069811213090125	69	182	3
1069811213090125	70	182	1
1069811213090125	70	23	2
1069811213090125	71	23	1
1069811213090125	71	182	1
1069811213090125	75	182	132
1069811213090125	75	23	150
1069811213090125	76	23	119
1069811213090125	76	182	119
1069811213090125	77	182	3
1069811213090160	63	5	1
1069811213090160	63	23	2
1069811213090160	63	182	3
1069811213090160	66	23	2
1069811213090160	67	5	1
1069811213090160	67	23	2
1069811213090160	67	182	3
1069811213090180	4	23	3
1069811213090180	4	182	3
1069811213090180	62	182	1
1069811213090180	63	23	7
1069811213090180	63	182	7
1069811213090180	64	23	1
1069811213090180	64	182	3
1069811213090180	67	23	1
1069811213090180	67	182	2
1069811213090180	68	23	9
1069811213090180	68	182	14
1069811213090180	69	23	3
1069811213090180	69	182	4
1069811213090180	70	182	2
1069811213090180	70	23	6
1069811213090180	71	182	4
1069811213090180	71	23	8
1069811213090190	4	23	1
1069811213090190	4	5	3
1069811213090190	63	23	1
1069811213090190	63	5	2
1069811213090190	67	5	1
1069811213090190	75	5	1
1069811213090190	75	23	8
1069811213090190	76	23	6
1069811213090190	78	23	27
1069811213090203	60	23	1
1069811310090005	17	5	1
1069811311030060	4	5	12
1069811311030060	63	5	15
1069811311030060	64	5	1
1069811311030060	66	5	1
1069811311030060	67	5	2
1069811311030060	68	5	1
1069811311030060	69	5	1
1069811311030060	70	5	1
1069811311030060	71	5	1
1069811311030060	75	5	47
1069811311030060	76	5	28
1069811311030060	77	5	1
1069811311030071	17	182	1
1069811312090025	4	5	2
1069811312090025	17	23	1
1069811312090025	63	23	3
1069811312090025	63	5	5
1069811312090025	64	5	1
1069811312090025	64	23	5
1069811312090025	66	23	2
1069811312090025	66	5	5
1069811312090025	67	23	3
1069811312090025	67	5	4
1069811312090025	70	5	1
1069811312090025	70	23	3
1069811312090025	71	23	3
1069811312090223	17	5	1
1069811312090376	4	23	1
1069811312090376	17	23	1
1069811312090376	63	23	1
1069811313030019	4	23	2
1069811313030019	17	23	1
1069811313030019	63	23	1
1069811313030019	68	23	1
1069811313030019	68	182	1
1069811313030019	69	182	1
1069811313030019	69	23	4
1069811313030095	4	23	1
1069811313030095	60	5	1
1069811313030095	63	23	1
1069811313030197	4	23	1
1069811313030197	63	23	9
1069811313030197	63	182	11
1069811313030197	63	5	17
1069811313030197	66	5	2
1069811313030197	67	23	5
1069811313030197	67	182	7
1069811313030197	67	5	10
1069811313030197	68	182	1
1069811313030197	68	23	2
1069811313030197	68	5	4
1069811313030197	69	23	1
1069811313030197	69	182	1
1069811313030197	69	5	2
1069811313030197	70	5	1
1069811313030197	70	23	1
1069811313030197	70	182	1
1069811313030197	71	5	1
1069811313030197	71	182	1
1069811313030197	71	23	2
1069811313030304	17	182	1
1069811313030304	63	23	1
1069811313030304	68	23	1
1069811313030304	68	182	1
1069811313030304	69	23	1
1069811313030304	69	182	1
1069811313030340	4	5	10
1069811313030340	4	182	10
1069811313030340	4	23	12
1069811313030340	62	5	1
1069811313030340	63	182	14
1069811313030340	63	23	16
1069811313030340	63	5	22
1069811313030340	64	5	3
1069811313030340	66	5	1
1069811313030340	66	23	1
1069811313030340	66	182	1
1069811313030340	67	5	2
1069811313030340	67	23	2
1069811313030340	67	182	2
1069811313030340	68	5	1
1069811313030340	68	182	1
1069811313030340	68	23	3
1069811313030340	69	5	1
1069811313030340	69	182	1
1069811313030340	69	23	4
1069811313030340	70	23	1
1069811313030340	70	182	1
1069811313030340	70	5	2
1069811313030340	71	23	1
1069811313030340	71	182	1
1069811313030340	71	5	3
1069811313030340	75	23	20
1069811313030340	75	5	23
1069811313030340	75	182	26
1069811313030340	76	182	17
1069811313030340	76	5	20
1069811313030340	76	23	24
1069811313030340	77	5	1
1069811313030389	67	182	2
1069811313030389	74	182	2
1069811313030432	63	182	3
1069811313030432	66	182	1
1069811313030432	67	182	1
1069811313030446	63	23	5
1069811313030446	63	182	5
1069811313030446	63	5	9
1069811313030446	67	23	5
1069811313030446	67	182	5
1069811313030446	67	5	13
1069811313030446	68	23	1
1069811313030446	68	182	1
1069811313030446	68	5	3
1069811313030446	69	23	1
1069811313030446	69	182	1
1069811313030446	69	5	2
1069811313030446	70	5	1
1069811313030446	70	182	1
1069811313030446	70	23	2
1069811313030446	71	5	1
1069811313030446	71	182	1
1069811313030446	71	23	2
1069811313030504	55	23	3
1069811313030504	60	23	3
1069811313030504	74	5	1
1069811313030505	63	23	3
1069811313030505	64	23	1
1069811313030505	68	23	1
1069811313030505	69	23	2
1069811313090002	63	182	3
1069811313090002	63	23	4
1069811313090002	64	23	2
1069811313090002	66	23	1
1069811313090002	67	182	2
1069811313090002	67	23	3
1069811313090002	68	182	1
1069811313090002	68	23	2
1069811313090002	69	23	1
1069811313090002	69	182	1
1069811313090002	70	23	1
1069811313090002	70	182	2
1069811313090002	71	23	1
1069811313090002	71	182	2
1069811313090024	4	182	3
1069811313090024	4	23	4
1069811313090024	17	182	3
1069811313090024	60	5	1
1069811313090024	63	182	4
1069811313090024	63	23	5
1069811313090024	64	182	1
1069811313090024	67	23	1
1069811313090024	67	182	2
1069811313090024	75	23	12
1069811313090024	75	182	12
1069811313090024	76	23	6
1069811313090024	76	182	15
1069811313090024	77	182	3
1069811313090031	4	5	1
1069811313090031	63	5	1
1069811313090031	75	5	1
1069811313090031	78	5	1
1069811313090088	4	182	4
1069811313090088	4	23	5
1069811313090088	63	182	3
1069811313090088	63	23	5
1069811313090088	68	23	1
1069811313090088	68	182	1
1069811313090088	69	23	1
1069811313090088	69	182	1
1069811313090088	70	182	1
1069811313090088	70	23	2
1069811313090088	71	23	1
1069811313090088	71	182	1
1069811313090088	75	23	12
1069811313090088	75	182	14
1069811313090088	76	23	9
1069811313090088	76	182	19
1069811313090088	77	23	1
1069811313090115	4	5	3
1069811313090115	4	23	6
1069811313090115	4	182	8
1069811313090115	63	5	4
1069811313090115	63	182	6
1069811313090115	63	23	8
1069811313090115	67	5	1
1069811313090115	75	5	12
1069811313090115	75	23	31
1069811313090115	75	182	33
1069811313090115	76	5	10
1069811313090115	76	23	20
1069811313090115	76	182	29
1069811313090115	78	23	1
1069811313090115	78	182	4
1069811313090176	4	182	1
1069811313090176	4	23	9
1069811313090176	4	5	11
1069811313090176	63	182	2
1069811313090176	63	23	10
1069811313090176	63	5	13
1069811313090176	67	23	1
1069811313090176	67	182	2
1069811313090176	67	5	3
1069811313090176	68	5	2
1069811313090176	68	23	2
1069811313090176	68	182	2
1069811313090176	69	5	2
1069811313090176	69	23	2
1069811313090176	69	182	2
1069811313090176	70	5	1
1069811313090176	70	23	1
1069811313090176	70	182	1
1069811313090176	71	5	1
1069811313090176	71	23	1
1069811313090176	71	182	1
1069811313090176	75	23	19
1069811313090176	75	5	39
1069811313090176	76	23	14
1069811313090176	76	5	36
1069811313090176	77	5	1
1069811313090176	78	5	1
1069811313090176	78	23	1
1069811313090176	79	5	4
1069811313090223	4	5	5
1069811313090223	4	23	11
1069811313090223	4	182	12
1069811313090223	63	5	7
1069811313090223	63	23	12
1069811313090223	63	182	14
1069811313090223	67	23	1
1069811313090223	67	5	2
1069811313090223	67	182	3
1069811313090223	68	5	2
1069811313090223	68	23	2
1069811313090223	68	182	3
1069811313090223	69	23	2
1069811313090223	69	5	3
1069811313090223	69	182	3
1069811313090223	70	23	1
1069811313090223	70	182	1
1069811313090223	70	5	2
1069811313090223	71	23	1
1069811313090223	71	182	1
1069811313090223	71	5	2
1069811313090223	75	5	10
1069811313090223	75	182	14
1069811313090223	75	23	28
1069811313090223	76	182	6
1069811313090223	76	5	7
1069811313090223	76	23	18
1069811313090223	77	5	1
1069811313090223	78	182	1
1069811313090223	78	23	2
1069811313090258	4	182	1
1069811313090258	4	23	2
1069811313090258	63	182	1
1069811313090258	63	23	2
1069811313090258	68	23	1
1069811313090258	68	182	1
1069811313090258	69	23	1
1069811313090258	69	182	1
1069811313090258	70	23	1
1069811313090258	70	182	1
1069811313090258	71	23	1
1069811313090258	71	182	1
1069811313090258	75	23	2
1069811313090258	75	182	2
1069811313090258	76	23	2
1069811313090258	76	182	2
1069811313090266	4	5	4
1069811313090266	63	5	2
1069811313090266	75	5	3
1069811313090266	76	5	3
1069811313090316	4	182	2
1069811313090316	4	23	4
1069811313090316	63	182	5
1069811313090316	63	23	7
1069811313090316	64	23	1
1069811313090316	64	182	1
1069811313090316	67	23	2
1069811313090316	67	182	2
1069811313090316	68	23	1
1069811313090316	68	182	1
1069811313090316	69	23	2
1069811313090316	69	182	2
1069811313090316	70	23	1
1069811313090316	70	182	1
1069811313090316	71	182	4
1069811313090316	71	23	7
1069811313090316	75	23	2
1069811313090316	75	182	2
1069811313090316	76	23	1
1069811313090316	76	182	5
1069811313090382	4	23	1
1069811313090382	75	23	4
1069811313090382	76	23	5
1069811313090412	4	23	1
1069811313090412	63	182	1
1069811313090412	63	23	3
1069811313090412	67	182	1
1069811313090412	67	23	2
1069811313090412	68	23	1
1069811313090412	68	182	1
1069811313090412	69	23	1
1069811313090412	69	182	1
1069811313090412	70	23	1
1069811313090412	70	182	1
1069811313090412	71	23	1
1069811313090412	71	182	1
1069811314030040	63	5	4
1069811314030040	64	5	2
1069811314030204	4	5	1
1069811314030204	60	5	1
1069811314030204	74	5	1
1069811314030350	4	5	1
1069811314090384	76	5	1
1069811512090314	63	5	1
1069811512090638	17	23	1
1069811512090791	17	23	1
1069811512090857	4	5	1
1069811512090857	4	182	1
1069811512090857	63	5	1
1069811512090857	63	182	1
1069811513030125	17	23	2
1069811513030125	17	182	2
1069811513030125	60	23	1
1069811513030184	4	23	53
1069811513030184	4	182	57
1069811513030184	4	5	58
1069811513030184	55	23	2
1069811513030184	55	5	3
1069811513030184	56	5	1
1069811513030184	56	23	1
1069811513030184	60	5	3
1069811513030184	63	23	7
1069811513030184	63	5	10
1069811513030184	63	182	11
1069811513030184	64	5	1
1069811513030184	66	5	1
1069811513030184	67	23	1
1069811513030184	67	182	1
1069811513030184	67	5	3
1069811513030184	68	23	1
1069811513030184	68	182	1
1069811513030184	68	5	2
1069811513030184	69	23	1
1069811513030184	69	182	1
1069811513030184	69	5	2
1069811513030184	70	5	1
1069811513030184	70	182	1
1069811513030184	70	23	2
1069811513030184	71	5	1
1069811513030184	71	23	1
1069811513030184	71	182	1
1069811513030184	75	23	49
1069811513030184	75	5	76
1069811513030184	75	182	80
1069811513030184	76	23	49
1069811513030184	76	5	63
1069811513030184	76	182	73
1069811513030184	77	5	1
1069811513030184	77	23	1
1069811513030184	77	182	2
1069811513030185	4	182	11
1069811513030185	4	5	14
1069811513030185	4	23	15
1069811513030185	63	23	16
1069811513030185	63	182	19
1069811513030185	63	5	21
1069811513030185	64	182	3
1069811513030185	64	5	4
1069811513030185	64	23	4
1069811513030185	66	23	1
1069811513030185	66	182	1
1069811513030185	66	5	3
1069811513030185	67	182	2
1069811513030185	67	23	3
1069811513030185	67	5	4
1069811513030185	68	5	1
1069811513030185	68	182	1
1069811513030185	68	23	3
1069811513030185	69	5	1
1069811513030185	69	182	1
1069811513030185	69	23	10
1069811513030185	70	5	1
1069811513030185	70	23	1
1069811513030185	70	182	1
1069811513030185	71	5	1
1069811513030185	71	23	1
1069811513030185	71	182	1
1069811513030185	75	182	19
1069811513030185	75	23	32
1069811513030185	75	5	36
1069811513030185	76	182	15
1069811513030185	76	23	19
1069811513030185	76	5	35
1069811513030185	77	5	1
1069811513030186	63	23	1
1069811513030186	63	182	1
1069811513030186	63	5	2
1069811513030186	66	5	1
1069811513030186	66	23	1
1069811513030186	66	182	1
1069811513030186	67	23	1
1069811513030186	67	182	1
1069811513030186	67	5	2
1069811513030186	68	5	1
1069811513030186	68	23	1
1069811513030186	68	182	1
1069811513030186	69	5	1
1069811513030186	69	23	1
1069811513030186	69	182	1
1069811513030186	70	23	1
1069811513030186	70	5	2
1069811513030186	70	182	2
1069811513030186	71	5	1
1069811513030186	71	23	1
1069811513030186	71	182	1
1069811513030187	4	23	51
1069811513030187	4	182	51
1069811513030187	4	5	53
1069811513030187	62	5	1
1069811513030187	63	23	52
1069811513030187	63	182	56
1069811513030187	63	5	58
1069811513030187	64	5	2
1069811513030187	66	5	1
1069811513030187	66	23	1
1069811513030187	67	182	2
1069811513030187	68	5	1
1069811513030187	68	23	1
1069811513030187	68	182	2
1069811513030187	70	23	2
1069811513030187	70	182	12
1069811513030187	70	5	13
1069811513030187	71	23	1
1069811513030187	71	5	9
1069811513030187	71	182	11
1069811513030188	63	23	1
1069811513030188	63	182	1
1069811513030188	63	5	2
1069811513030188	67	23	1
1069811513030188	67	182	1
1069811513030188	67	5	2
1069811513030188	68	23	1
1069811513030188	68	182	1
1069811513030188	68	5	2
1069811513030188	69	23	1
1069811513030188	69	182	1
1069811513030188	69	5	2
1069811513030188	70	23	1
1069811513030188	70	182	1
1069811513030188	70	5	3
1069811513030188	71	5	1
1069811513030188	71	23	1
1069811513030188	71	182	1
1069811513030189	68	23	1
1069811513030189	68	182	1
1069811513030189	68	5	3
1069811513030189	69	23	1
1069811513030189	69	182	1
1069811513030189	69	5	3
1069811513030189	70	5	1
1069811513030189	70	23	1
1069811513030189	70	182	1
1069811513030189	71	5	1
1069811513030189	71	23	1
1069811513030189	71	182	1
1069811513030228	4	5	1
1069811513030228	55	5	1
1069811513030228	63	23	1
1069811513030228	63	182	1
1069811513030228	63	5	2
1069811513030228	67	23	1
1069811513030228	67	182	1
1069811513030228	67	5	3
1069811513030228	68	5	1
1069811513030228	68	23	1
1069811513030228	68	182	1
1069811513030228	69	23	1
1069811513030228	69	182	1
1069811513030228	69	5	3
1069811513030228	70	5	1
1069811513030228	70	23	1
1069811513030228	70	182	2
1069811513030228	71	5	1
1069811513030228	71	23	1
1069811513030228	71	182	1
1069811513030257	4	5	23
1069811513030257	4	23	26
1069811513030257	4	182	28
1069811513030257	63	5	31
1069811513030257	63	23	35
1069811513030257	63	182	41
1069811513030257	67	5	3
1069811513030257	67	23	3
1069811513030257	67	182	3
1069811513030257	68	5	1
1069811513030257	68	23	1
1069811513030257	68	182	1
1069811513030257	69	5	1
1069811513030257	69	23	1
1069811513030257	69	182	1
1069811513030257	70	5	1
1069811513030257	70	23	1
1069811513030257	70	182	1
1069811513030257	71	5	1
1069811513030257	71	23	1
1069811513030257	71	182	1
1069811513030257	75	182	8
1069811513030257	75	23	17
1069811513030257	75	5	23
1069811513030257	76	182	10
1069811513030257	76	23	12
1069811513030257	76	5	15
1069811513030257	77	5	1
1069811513030463	74	5	1
1069811513030463	74	23	1
1069811513030619	4	23	30
1069811513030619	4	182	43
1069811513030619	4	5	47
1069811513030619	63	182	7
1069811513030619	63	5	12
1069811513030619	63	23	14
1069811513030619	64	23	1
1069811513030619	66	5	1
1069811513030619	67	182	1
1069811513030619	67	23	2
1069811513030619	67	5	3
1069811513030619	68	5	1
1069811513030619	68	23	2
1069811513030619	68	182	2
1069811513030619	69	23	2
1069811513030619	69	182	2
1069811513030619	69	5	3
1069811513030619	70	5	2
1069811513030619	70	23	2
1069811513030619	70	182	2
1069811513030619	71	5	1
1069811513030619	71	23	1
1069811513030619	71	182	1
1069811513030619	75	23	36
1069811513030619	75	5	37
1069811513030619	75	182	64
1069811513030619	76	5	37
1069811513030619	76	23	38
1069811513030619	76	182	46
1069811513030619	77	182	2
1069811513030619	77	5	4
1069811513030620	4	23	20
1069811513030620	4	5	31
1069811513030620	4	182	44
1069811513030620	63	23	30
1069811513030620	63	5	37
1069811513030620	63	182	52
1069811513030620	66	5	1
1069811513030620	67	182	3
1069811513030620	67	23	4
1069811513030620	67	5	6
1069811513030620	68	5	2
1069811513030620	68	23	2
1069811513030620	68	182	2
1069811513030620	69	182	1
1069811513030620	69	23	2
1069811513030620	69	5	3
1069811513030620	70	5	1
1069811513030620	70	23	1
1069811513030620	70	182	1
1069811513030620	71	5	1
1069811513030620	71	23	1
1069811513030620	71	182	1
1069811513030620	75	182	4
1069811513030620	75	23	7
1069811513030620	75	5	14
1069811513030620	76	182	7
1069811513030620	76	23	11
1069811513030620	76	5	18
1069811513030620	77	23	1
1069811513030621	63	5	1
1069811513030621	63	23	1
1069811513030621	63	182	1
1069811513030621	64	5	1
1069811513030621	64	23	1
1069811513030621	64	182	1
1069811513030621	68	5	1
1069811513030621	68	23	1
1069811513030621	68	182	1
1069811513030621	69	5	1
1069811513030621	69	23	1
1069811513030621	69	182	1
1069811513030621	70	5	2
1069811513030621	70	23	3
1069811513030621	70	182	3
1069811513030621	71	5	1
1069811513030621	71	23	1
1069811513030621	71	182	1
1069811513030622	4	23	51
1069811513030622	4	182	55
1069811513030622	4	5	59
1069811513030622	63	23	53
1069811513030622	63	182	54
1069811513030622	63	5	62
1069811513030622	64	5	1
1069811513030622	67	23	1
1069811513030622	67	182	1
1069811513030622	67	5	3
1069811513030622	68	5	1
1069811513030622	68	23	1
1069811513030622	68	182	1
1069811513030622	69	5	1
1069811513030622	69	23	1
1069811513030622	69	182	1
1069811513030622	70	5	1
1069811513030622	70	23	1
1069811513030622	70	182	1
1069811513030622	71	5	1
1069811513030622	71	23	1
1069811513030622	71	182	1
1069811513030622	76	5	2
1069811513030623	4	23	23
1069811513030623	4	182	24
1069811513030623	4	5	27
1069811513030623	55	23	3
1069811513030623	55	182	4
1069811513030623	55	5	14
1069811513030623	56	23	1
1069811513030623	57	23	1
1069811513030623	57	182	1
1069811513030623	57	5	6
1069811513030623	60	182	5
1069811513030623	60	23	11
1069811513030623	60	5	24
1069811513030623	62	5	1
1069811513030623	63	182	24
1069811513030623	63	23	25
1069811513030623	63	5	30
1069811513030623	66	5	2
1069811513030623	67	23	2
1069811513030623	67	182	3
1069811513030623	67	5	4
1069811513030623	68	5	1
1069811513030623	68	23	1
1069811513030623	68	182	1
1069811513030623	69	5	1
1069811513030623	69	23	1
1069811513030623	69	182	1
1069811513030623	70	5	1
1069811513030623	70	23	1
1069811513030623	70	182	1
1069811513030623	71	5	1
1069811513030623	71	23	1
1069811513030623	71	182	1
1069811513030623	75	182	7
1069811513030623	75	5	10
1069811513030623	75	23	19
1069811513030623	76	182	5
1069811513030623	76	23	11
1069811513030623	76	5	13
1069811513030623	77	5	1
1069811513030624	4	23	1
1069811513030624	4	182	1
1069811513030624	4	5	4
1069811513030624	17	5	1
1069811513030624	62	182	1
1069811513030624	63	23	2
1069811513030624	63	182	2
1069811513030624	63	5	5
1069811513030624	64	182	1
1069811513030624	66	5	1
1069811513030624	66	23	1
1069811513030624	66	182	1
1069811513030624	67	5	1
1069811513030624	67	23	1
1069811513030624	67	182	1
1069811513030624	68	5	1
1069811513030624	68	23	1
1069811513030624	68	182	1
1069811513030624	69	5	1
1069811513030624	69	23	3
1069811513030624	69	182	4
1069811513030624	70	5	1
1069811513030624	70	23	1
1069811513030624	70	182	1
1069811513030624	71	5	1
1069811513030624	71	23	1
1069811513030624	71	182	1
1069811513030625	4	5	1
1069811513030625	4	182	1
1069811513030625	17	23	2
1069811513030625	17	5	4
1069811513030625	17	182	4
1069811513030625	63	23	2
1069811513030625	63	182	2
1069811513030625	63	5	3
1069811513030625	64	23	1
1069811513030625	66	23	1
1069811513030625	66	182	1
1069811513030625	66	5	2
1069811513030625	67	5	1
1069811513030625	67	23	1
1069811513030625	67	182	1
1069811513030625	68	5	1
1069811513030625	68	23	1
1069811513030625	68	182	2
1069811513030625	69	5	1
1069811513030625	69	23	1
1069811513030625	69	182	2
1069811513030625	70	5	1
1069811513030625	70	23	1
1069811513030625	70	182	1
1069811513030625	71	5	1
1069811513030625	71	23	1
1069811513030625	71	182	1
1069811513030625	75	182	2
1069811513030625	76	182	2
1069811513030626	4	182	1
1069811513030626	63	23	1
1069811513030626	63	5	2
1069811513030626	63	182	2
1069811513030626	66	5	1
1069811513030626	66	23	1
1069811513030626	67	5	1
1069811513030626	67	23	1
1069811513030626	67	182	1
1069811513030626	68	5	1
1069811513030626	68	23	1
1069811513030626	68	182	2
1069811513030626	69	5	1
1069811513030626	69	23	1
1069811513030626	69	182	2
1069811513030626	70	5	1
1069811513030626	70	23	1
1069811513030626	70	182	1
1069811513030626	71	5	1
1069811513030626	71	23	1
1069811513030626	71	182	1
1069811513030702	4	23	1
1069811513030702	4	5	8
1069811513030702	63	182	1
1069811513030702	63	23	3
1069811513030702	63	5	11
1069811513030702	64	5	1
1069811513030702	67	23	1
1069811513030702	67	182	1
1069811513030702	67	5	3
1069811513030702	68	5	2
1069811513030702	68	23	2
1069811513030702	68	182	2
1069811513030702	69	5	1
1069811513030702	69	23	2
1069811513030702	69	182	2
1069811513030702	70	5	4
1069811513030702	70	182	6
1069811513030702	70	23	10
1069811513030702	71	5	6
1069811513030702	71	182	6
1069811513030702	71	23	10
1069811513030702	75	5	1
1069811513030752	4	23	2
1069811513030752	4	5	3
1069811513030752	4	182	3
1069811513030752	62	5	1
1069811513030752	63	23	2
1069811513030752	63	182	3
1069811513030752	63	5	4
1069811513030752	64	5	1
1069811513030752	66	5	1
1069811513030752	66	23	1
1069811513030752	66	182	1
1069811513030752	67	23	1
1069811513030752	67	182	1
1069811513030752	67	5	2
1069811513030752	68	5	1
1069811513030752	68	23	1
1069811513030752	68	182	2
1069811513030752	69	5	1
1069811513030752	69	23	2
1069811513030752	69	182	3
1069811513030752	70	5	1
1069811513030752	70	23	1
1069811513030752	70	182	2
1069811513030752	71	23	1
1069811513030752	71	182	1
1069811513030752	71	5	2
1069811513030752	75	5	26
1069811513030752	76	182	2
1069811513030752	76	5	23
1069811513030753	68	5	2
1069811513030753	68	23	2
1069811513030753	68	182	3
1069811513030753	69	5	2
1069811513030753	69	23	2
1069811513030753	69	182	2
1069811513030753	70	5	1
1069811513030753	70	23	1
1069811513030753	70	182	1
1069811513030753	71	5	1
1069811513030753	71	23	1
1069811513030753	71	182	1
1069811513030754	4	23	1
1069811513030754	4	182	2
1069811513030754	63	23	2
1069811513030754	63	182	3
1069811513030754	63	5	8
1069811513030754	64	182	1
1069811513030754	64	5	2
1069811513030754	66	5	1
1069811513030754	67	23	2
1069811513030754	67	182	2
1069811513030754	67	5	6
1069811513030754	68	23	1
1069811513030754	68	182	1
1069811513030754	68	5	2
1069811513030754	69	5	1
1069811513030754	69	23	1
1069811513030754	69	182	1
1069811513030754	70	23	3
1069811513030754	70	182	5
1069811513030754	70	5	18
1069811513030754	71	23	5
1069811513030754	71	182	12
1069811513030754	71	5	21
1069811513030780	4	5	1
1069811513030780	4	23	1
1069811513030780	4	182	1
1069811513030780	63	23	1
1069811513030780	63	182	1
1069811513030780	63	5	2
1069811513030780	66	5	1
1069811513030780	66	23	1
1069811513030780	66	182	1
1069811513030780	67	5	1
1069811513030780	67	23	1
1069811513030780	67	182	1
1069811513030780	68	5	1
1069811513030780	68	23	1
1069811513030780	68	182	1
1069811513030780	69	5	1
1069811513030780	69	23	1
1069811513030780	69	182	1
1069811513030780	70	5	1
1069811513030780	70	23	1
1069811513030780	70	182	1
1069811513030780	71	5	1
1069811513030780	71	23	1
1069811513030780	71	182	1
1069811513030781	4	23	1
1069811513030781	4	5	3
1069811513030781	63	182	2
1069811513030781	63	23	3
1069811513030781	63	5	7
1069811513030781	66	5	1
1069811513030781	67	23	2
1069811513030781	67	182	2
1069811513030781	67	5	5
1069811513030781	68	5	1
1069811513030781	68	23	1
1069811513030781	68	182	2
1069811513030781	69	5	1
1069811513030781	69	23	1
1069811513030781	69	182	2
1069811513030781	70	5	1
1069811513030781	70	23	1
1069811513030781	70	182	1
1069811513030781	71	5	1
1069811513030781	71	23	1
1069811513030781	71	182	1
1069811513030781	75	23	2
1069811513030781	75	5	4
1069811513030781	76	5	2
1069811513030781	76	23	2
1069811513030830	4	23	5
1069811513030830	4	182	15
1069811513030830	55	5	1
1069811513030830	63	23	6
1069811513030830	63	182	15
1069811513090249	63	23	1
1069811513090249	63	182	1
1069811513090249	67	23	1
1069811513090249	67	182	1
1069811513090249	68	23	1
1069811513090249	68	182	1
1069811513090249	69	23	1
1069811513090249	69	182	2
1069811513090249	70	23	1
1069811513090249	70	182	1
1069811513090249	71	23	1
1069811513090249	71	182	1
1069811513090250	4	5	12
1069811513090250	4	182	18
1069811513090250	4	23	25
1069811513090250	55	5	6
1069811513090250	56	5	1
1069811513090250	60	5	2
1069811513090250	62	23	1
1069811513090250	63	5	9
1069811513090250	63	182	15
1069811513090250	63	23	32
1069811513090250	67	182	1
1069811513090250	67	23	5
1069811513090250	68	5	1
1069811513090250	68	182	3
1069811513090250	68	23	4
1069811513090250	69	5	1
1069811513090250	69	182	4
1069811513090250	69	23	5
1069811513090250	70	23	1
1069811513090250	70	182	1
1069811513090250	71	23	1
1069811513090250	71	182	1
1069811513090250	74	5	1
1069811513090250	75	182	1
1069811513090250	75	23	14
1069811513090250	76	182	1
1069811513090250	76	23	8
1069811513090462	63	5	1
1069811513090462	63	182	1
1069811513090462	67	5	1
